pos	x	lambda
113168	658	545.7284768211921
113193	709	608.6887417218543
113195	709	610.6688741721854
113213	728	624.4437086092715
113224	726	624.4966887417219
113229	713	622.317880794702
113236	679	618.5033112582781
113238	676	617.476821192053
113242	669	615.2450331125827
113253	582	606.9668874172186
113262	495	597.9403973509934
113275	430	582.2450331125827
113287	491	565.4503311258278
113290	506	561.1655629139073
113293	501	556.7284768211921
113297	533	550.3774834437086
113299	536	547.2516556291391
113302	531	542.4701986754967
113305	537	537.3576158940398
113308	534	532.2450331125827
113311	547	527.2980132450331
113314	558	522.3973509933775
113335	539	491.4370860927152
113340	532	484.89403973509934
113375	485	404.2384105960265
113387	433	364.1788079470199
113670	190	187.43708609271522
113679	197	189.43046357615893
113685	199	189.82119205298014
113688	199	189.7748344370861
113690	202	189.81456953642385
113693	205	189.7748344370861
113697	202	189.64238410596028
113719	174	188.2913907284768
113722	179	188.0066225165563
113726	180	187.7814569536424
113743	170	187.04635761589404
113759	169	185.7814569536424
113774	191	184.68211920529802
113777	189	184.6158940397351
113809	194	187.73509933774835
113816	196	190.86754966887418
113838	185	210.88741721854305
113850	196	222.2251655629139
113859	185	230.63576158940398
113862	193	233.35761589403972
113878	207	247.40397350993376
113889	248	256.5496688741722
113943	325	296.3973509933775
113946	324	297.49006622516555
113953	315	299.0132450331126
113957	318	299.6622516556291
113967	320	298.73509933774835
113969	319	298.44370860927154
113976	321	298.21854304635764
113989	314	296.3112582781457
113994	312	295.07284768211923
113999	311	293.9139072847682
114001	310	293.4503311258278
114014	227	290.50993377483445
114025	247	288.0132450331126
114027	235	287.5298013245033
114030	223	286.74834437086093
114032	224	286.19867549668874
114035	205	285.28476821192055
114043	243	282.158940397351
114054	288	277.1655629139073
114067	290	269.0066225165563
114114	262	253.2317880794702
114127	240	253.0
114145	208	260.1655629139073
114149	203	263.89403973509934
114151	201	265.7748344370861
114154	206	268.64900662251654
114160	208	274.7086092715232
114183	232	303.0132450331126
114186	240	307.34437086092714
114189	239	311.92715231788077
114192	234	316.7086092715232
114196	238	323.0993377483444
114228	440	381.3046357615894
114235	454	393.74834437086093
114237	454	397.07284768211923
114249	479	418.2582781456954
114251	480	422.34437086092714
114270	504	466.81456953642385
114281	506	495.9337748344371
114284	504	503.3973509933775
114286	503	508.1456953642384
114288	500	512.7880794701987
114302	484	540.3973509933775
114305	478	545.7417218543046
114308	475	551.0927152317881
114314	420	562.1258278145696
114320	467	572.8476821192053
114325	513	581.1125827814569
114331	579	590.8145695364238
114335	582	596.7880794701987
114342	581	606.7880794701987
114356	692	623.1854304635762
114358	692	624.8609271523179
114373	719	636.3907284768212
114376	717	637.8741721854304
114379	707	639.4105960264901
114381	706	640.1920529801324
114396	729	642.682119205298
114400	727	640.8145695364238
114402	727	639.0794701986755
114409	709	630.3046357615895
114414	713	622.7682119205298
114419	708	613.4503311258278
114427	668	591.3046357615895
114437	630	561.3112582781457
114443	608	544.6688741721854
114447	583	533.6622516556291
114463	489	492.1523178807947
114465	479	486.887417218543
114468	461	479.0066225165563
114471	438	470.95364238410593
114475	409	460.33112582781456
114483	380	440.43046357615896
114485	369	435.7086092715232
114499	237	402.9801324503311
114502	234	396.2317880794702
114504	221	392.12582781456956
114506	208	388.3841059602649
114512	265	377.0993377483444
114530	328	344.88079470198676
114535	328	337.3774834437086
114539	334	331.94039735099335
114601	324	255.35099337748343
114606	298	245.35761589403972
114867	178	162.5496688741722
114892	152	200.26490066225165
114894	155	205.1523178807947
114896	156	210.13907284768212
114910	149	246.48344370860926
114913	150	254.4569536423841
114921	154	276.1920529801325
114923	165	281.74834437086093
114925	174	287.33112582781456
114937	153	321.0927152317881
115001	603	499.81456953642385
115016	616	525.9470198675497
115027	623	537.3311258278146
115042	620	537.8543046357615
115044	623	537.0794701986755
115051	588	534.1258278145696
115055	566	532.7615894039735
115057	569	532.1390728476821
115061	551	531.0596026490066
115069	462	529.1854304635762
115074	472	528.066225165563
115081	416	527.4966887417219
115086	438	527.1788079470199
115088	439	526.9867549668874
115096	434	525.9072847682119
115114	460	522.933774834437
115116	455	522.682119205298
115125	486	520.4834437086092
115127	501	519.9205298013245
115129	510	519.5099337748344
115132	516	518.9470198675497
115134	526	518.4635761589404
115138	542	517.6291390728477
115141	546	517.3907284768212
115143	553	517.6225165562914
115157	595	521.774834437086
115159	597	522.6556291390729
115175	600	520.2450331125827
115179	596	520.3377483443709
115183	599	519.8476821192053
115185	603	518.7417218543046
115205	543	503.4370860927152
115207	538	501.97350993377484
115211	528	499.43046357615896
115213	516	498.47682119205297
115222	496	494.21854304635764
115224	501	493.2119205298013
115226	501	492.29801324503313
115228	502	491.49006622516555
115251	353	489.28476821192055
115253	376	489.2582781456954
115257	369	489.20529801324506
115262	356	489.4172185430464
115264	351	489.6423841059603
115274	362	491.7615894039735
115277	372	493.0066225165563
115291	466	499.63576158940396
115299	492	504.682119205298
115306	540	507.9337748344371
115318	595	515.3576158940398
115321	593	519.0264900662252
115323	592	521.3576158940398
115325	594	523.7218543046357
115329	595	528.1390728476821
115331	596	530.2781456953643
115345	623	541.8741721854304
115349	624	543.9536423841059
115351	621	544.7284768211921
115363	592	541.9470198675497
115371	592	532.8145695364238
115382	566	516.8940397350993
115385	565	511.3708609271523
115388	562	505.12582781456956
115392	564	497.158940397351
115394	561	493.6158940397351
115400	521	483.6423841059603
115405	536	475.94701986754967
115407	523	472.8675496688742
115415	455	459.6423841059603
115424	430	444.6622516556291
115434	381	430.88079470198676
115442	299	421.03973509933775
115444	291	418.5364238410596
115458	291	401.5430463576159
115486	358	367.34437086092714
115491	361	363.0
115512	409	346.13907284768214
115532	388	339.3377483443709
115535	368	339.20529801324506
115542	366	340.3708609271523
115544	366	340.34437086092714
115551	362	339.5960264900662
115561	345	340.03973509933775
115567	340	341.1523178807947
115576	305	342.6622516556291
115580	277	342.7880794701987
115590	245	343.5430463576159
115600	257	344.65562913907286
115609	283	346.05960264900665
115615	314	347.2913907284768
115623	323	348.41059602649005
115625	324	348.70198675496687
115643	389	351.3112582781457
115654	412	353.2450331125828
115672	421	355.0662251655629
115686	405	346.49006622516555
115688	395	344.50331125827813
115707	377	315.97350993377484
115732	274	268.10596026490066
115739	278	253.9271523178808
115755	173	221.60264900662253
115787	102	160.71523178807948
115837	112	101.98013245033113
115912	117	130.86092715231788
115931	154	139.98013245033113
115936	152	142.31788079470198
115962	179	153.7019867549669
115965	179	154.57615894039736
115971	183	156.71523178807948
116012	160	153.8476821192053
116026	154	148.96688741721854
116030	150	147.33112582781456
116039	140	143.87417218543047
116048	138	140.51655629139074
116057	117	137.03311258278146
116061	120	135.59602649006624
116065	112	134.158940397351
116088	118	127.05960264900662
116091	117	126.02649006622516
116123	126	114.49668874172185
116209	137	129.74834437086093
116219	134	132.9933774834437
116222	129	133.9337748344371
116247	142	141.82781456953643
116250	152	143.13907284768212
116254	160	144.71523178807948
116310	160	151.48344370860926
116314	157	151.66225165562915
116316	156	151.5430463576159
116320	155	151.17880794701986
116343	151	147.09933774834437
116355	149	142.9271523178808
116362	139	140.43708609271522
116368	131	138.72185430463577
116370	133	138.16556291390728
116376	118	136.49006622516555
116394	125	132.95364238410596
116397	128	132.60264900662253
116399	127	132.40397350993376
116409	132	131.41721854304635
116411	133	131.16556291390728
116418	124	130.33112582781456
116427	119	128.7814569536424
116430	117	128.25827814569536
116447	135	125.44370860927152
116453	128	124.97350993377484
116463	137	123.86754966887418
116493	127	119.47682119205298
116525	114	112.50331125827815
116531	102	110.96026490066225
116540	105	108.3112582781457
116542	105	107.82781456953643
116544	107	107.37086092715232
116547	102	106.66887417218543
116737	103	103.50331125827815
116762	117	112.18543046357615
116785	139	118.58278145695364
116800	137	118.74834437086092
116832	120	115.23841059602648
116835	121	114.48344370860927
116866	103	102.19205298013244
120023	107	110.05298013245033
120103	163	127.29801324503312
120202	111	135.43046357615893
120233	193	152.90066225165563
120255	195	166.97350993377484
120288	189	179.52317880794703
120294	177	179.0728476821192
120307	182	177.0728476821192
120310	183	176.56953642384107
120313	174	176.16556291390728
120315	169	175.95364238410596
120318	168	175.73509933774835
120320	172	175.58940397350995
120332	156	174.86754966887418
120339	177	175.01986754966887
120343	179	175.0066225165563
120380	161	175.5562913907285
120399	187	174.73509933774835
120412	197	175.60264900662253
120437	189	176.86754966887418
120462	158	186.19205298013244
120478	170	189.49668874172184
120483	158	190.27152317880794
120503	169	190.72847682119206
120510	183	189.79470198675497
120517	206	188.4437086092715
120519	207	187.9271523178808
120531	212	185.6158940397351
120537	211	183.81456953642385
120596	150	159.5430463576159
120618	108	144.39072847682118
120656	128	128.74834437086093
120662	117	127.9205298013245
120668	106	127.28476821192054
120672	106	127.13907284768212
120790	111	111.2251655629139
120792	109	110.29801324503312
121009	102	90.55629139072848
121017	105	89.58940397350993
121019	106	89.33774834437087
121582	102	95.90728476821192
121584	101	96.69536423841059
121605	124	104.35761589403974
121607	123	104.98675496688742
121620	117	108.24503311258277
121632	125	110.1523178807947
121661	122	106.97350993377484
124858	345	330.5430463576159
124863	359	338.6092715231788
124865	363	341.81456953642385
124885	411	376.28476821192055
124888	415	381.4834437086093
124891	409	386.33112582781456
124895	412	392.7549668874172
124919	446	421.4701986754967
124930	400	432.5827814569536
124933	392	434.682119205298
124937	411	436.9205298013245
124939	415	437.88079470198676
124946	433	439.72185430463577
124950	465	439.7615894039735
124952	466	439.6158940397351
124955	467	439.1523178807947
124958	468	438.64900662251654
124964	478	436.79470198675494
124967	478	436.0927152317881
124971	481	435.44370860927154
124975	473	434.6887417218543
124986	439	427.5960264900662
124995	462	421.96026490066225
125009	440	420.6423841059603
125020	409	418.94039735099335
125025	381	416.8675496688742
125044	381	414.70198675496687
125059	359	417.3112582781457
125061	344	418.0662251655629
125076	406	421.8079470198675
125078	406	422.4172185430464
125080	403	423.0927152317881
125082	408	423.8543046357616
125086	405	425.4370860927152
125088	405	426.11920529801324
125096	382	429.3774834437086
125099	385	430.70198675496687
125106	444	434.3973509933775
125108	442	434.95364238410593
125117	477	437.3377483443709
125127	500	437.07284768211923
125131	504	437.25165562913907
125140	493	435.3245033112583
125142	493	434.34437086092714
125145	492	432.3245033112583
125149	497	428.2317880794702
125158	499	416.3907284768212
125167	480	404.6622516556291
125175	463	395.6622516556291
125195	388	363.0198675496689
125214	293	330.34437086092714
125233	203	300.3907284768212
125238	211	292.55629139072846
125251	210	273.71523178807945
125254	216	269.5827814569536
125257	207	265.6953642384106
125259	198	263.49668874172187
125286	246	235.60927152317882
125288	246	234.47019867549668
125293	255	232.0794701986755
125304	264	230.21192052980132
125310	263	229.28476821192052
125313	260	228.73509933774835
125331	244	226.35761589403972
125336	245	225.4569536423841
125340	247	224.6887417218543
125342	244	224.32450331125827
125346	238	223.27152317880794
125361	209	217.0
125368	221	214.42384105960264
125371	221	213.3841059602649
125398	200	211.08609271523179
125401	196	211.58940397350995
125404	196	212.2317880794702
125419	166	215.5562913907285
125425	164	216.95364238410596
125429	173	218.57615894039736
125437	190	221.82119205298014
125442	195	223.5562913907285
125454	233	226.86092715231788
125485	281	232.52980132450332
125487	278	232.7748344370861
125495	273	232.34437086092714
125505	271	231.13245033112582
125527	257	220.88741721854305
125529	256	219.3841059602649
125547	211	202.10596026490066
125550	215	198.80132450331126
125554	190	194.10596026490066
125572	146	173.27814569536423
125575	149	169.9205298013245
125638	105	110.06622516556291
125701	102	118.72847682119205
125707	114	121.3907284768212
125709	116	122.2251655629139
125711	115	123.04635761589404
125715	118	124.60264900662251
125729	142	129.94039735099338
125734	146	132.13245033112582
125759	162	140.96026490066225
125762	164	141.47019867549668
125784	165	142.72847682119206
125819	154	141.0066225165563
125833	113	137.86754966887418
125845	105	134.6953642384106
125862	116	128.91390728476821
125877	127	123.1523178807947
125881	121	121.47019867549669
125896	129	115.94701986754967
125907	122	113.33112582781457
126479	103	89.05298013245033
126541	104	97.2251655629139
127004	103	84.3841059602649
127044	102	98.11920529801324
127152	110	105.19205298013244
127155	110	105.0728476821192
127223	103	102.80794701986756
127359	153	138.01986754966887
127403	134	124.68211920529801
127415	117	120.05960264900662
127628	152	180.78807947019868
127660	258	225.04635761589404
127667	274	234.31788079470198
127670	273	237.7019867549669
127673	271	240.97350993377484
127680	304	247.52317880794703
127686	309	251.7086092715232
127719	314	256.3112582781457
127735	284	250.24503311258277
127763	215	254.25827814569536
127785	151	267.4834437086093
127787	151	268.87417218543044
127790	162	270.97350993377484
127792	167	272.3774834437086
127807	191	283.78145695364236
127829	341	306.6158940397351
127844	398	325.4635761589404
127848	400	330.6225165562914
127860	419	346.5827814569536
127881	428	366.4503311258278
127884	423	367.3708609271523
127896	415	369.78145695364236
127908	406	365.3377483443709
127914	396	360.8079470198675
127919	393	357.05960264900665
127928	375	350.81456953642385
127937	345	343.9072847682119
127940	344	341.4701986754967
127949	301	333.58940397350995
127953	278	329.7748344370861
127955	268	327.8476821192053
127964	266	318.9801324503311
127970	257	312.7417218543046
127972	268	310.47682119205297
127976	266	306.0066225165563
127978	269	303.95364238410593
127982	270	299.80132450331126
127984	265	297.47682119205297
127988	274	292.8543046357616
127995	285	284.0927152317881
128023	285	243.9337748344371
128029	281	234.35761589403972
128309	176	199.48344370860926
128316	182	211.51655629139074
128324	245	226.13907284768212
128330	256	236.88079470198676
128333	253	242.31788079470198
128358	336	282.2317880794702
128389	326	308.88079470198676
128416	364	332.27152317880797
128428	334	349.10596026490066
128442	259	370.4039735099338
128453	284	389.57615894039736
128455	289	393.20529801324506
128464	301	409.41059602649005
128466	308	412.70198675496687
128469	329	417.6953642384106
128474	331	426.47682119205297
128485	418	447.52317880794703
128498	524	472.28476821192055
128501	538	478.4039735099338
128503	562	482.6026490066225
128507	560	491.1456953642384
128527	599	533.8145695364238
128530	604	539.7019867549669
128533	602	544.8543046357615
128541	574	558.4172185430464
128545	597	564.2317880794702
128569	648	592.8278145695364
128571	653	594.5364238410596
128578	649	600.1920529801324
128580	651	601.4370860927153
128586	621	605.066225165563
128590	609	606.8675496688742
128592	604	607.5496688741722
128596	581	608.7615894039735
128602	591	609.7350993377484
128608	550	609.794701986755
128619	538	611.9933774834437
128631	537	610.2582781456954
128656	655	591.0463576158941
128659	653	587.2119205298013
128661	654	584.4304635761589
128674	623	565.3245033112582
128676	612	562.1523178807947
128684	606	548.9470198675497
128692	619	538.635761589404
128706	571	517.5629139072847
128711	571	508.36423841059604
128715	572	500.52317880794703
128732	465	465.158940397351
128734	440	461.4370860927152
128741	395	448.7086092715232
128743	385	445.35099337748346
128751	329	431.9933774834437
128762	353	415.50993377483445
128764	350	412.5298013245033
128767	349	407.9867549668874
128770	324	403.9072847682119
128776	299	396.17218543046357
128779	295	392.887417218543
128783	277	389.0794701986755
128794	319	378.89403973509934
128811	373	371.0132450331126
128818	376	371.97350993377484
128821	374	372.6291390728477
128831	371	376.13907284768214
128861	430	391.29801324503313
128869	432	398.3708609271523
128878	427	408.5430463576159
128881	401	412.4834437086093
128909	361	456.9801324503311
128912	356	462.27152317880797
128922	373	478.9139072847682
128930	450	490.9668874172185
128935	449	498.0662251655629
128938	425	502.2384105960265
128946	488	513.0927152317881
128948	493	515.794701986755
128950	497	518.5562913907285
128953	533	522.4437086092715
128958	550	528.9735099337748
128971	624	542.0
128974	628	544.3112582781457
128981	654	549.5496688741722
128983	659	550.5562913907285
129013	640	522.4304635761589
129016	639	515.7350993377484
129269	493	389.6158940397351
129302	500	397.55629139072846
129309	491	387.13907284768214
129320	462	370.07284768211923
129337	388	352.317880794702
129352	236	347.71523178807945
129356	218	347.3112582781457
129377	130	350.8543046357616
129379	115	351.3907284768212
129425	466	390.72185430463577
129443	530	429.9006622516556
129483	561	494.0066225165563
129491	553	497.7748344370861
129496	562	501.2251655629139
129512	507	513.1324503311258
129514	516	515.0463576158941
129518	499	518.8543046357615
129520	502	520.7814569536424
129524	469	524.774834437086
129526	456	526.8609271523179
129535	400	536.205298013245
129540	398	541.3311258278146
129542	389	543.3112582781457
129549	401	550.3443708609271
129551	404	552.4304635761589
129557	470	558.2317880794702
129569	548	568.5496688741722
129575	551	572.6291390728477
129596	675	586.6887417218543
129605	698	593.615894039735
129608	697	596.9139072847682
129610	700	598.8940397350993
129613	699	601.0264900662252
129617	695	602.8741721854304
129623	697	605.2980132450331
129630	699	602.5298013245033
129632	694	600.4105960264901
129635	695	597.4039735099337
129641	683	591.6423841059602
129644	685	587.4437086092715
129651	643	577.9072847682119
129653	647	575.0132450331126
129655	641	571.8278145695364
129658	634	566.1456953642385
129667	610	545.5364238410596
129670	606	539.2119205298013
129689	496	502.5960264900662
129708	308	467.89403973509934
129713	327	458.7682119205298
129725	348	437.8543046357616
129728	339	433.12582781456956
129741	337	413.2317880794702
129803	405	340.50331125827813
129844	268	310.1655629139073
129857	227	303.47682119205297
129869	142	298.1456953642384
129873	140	296.50993377483445
129875	143	295.7615894039735
129877	143	295.13907284768214
129881	139	293.97350993377484
129905	288	290.0198675496689
129908	290	290.0
129925	342	296.50993377483445
129927	345	297.317880794702
129929	346	298.21854304635764
129941	353	305.88079470198676
129970	364	317.87417218543044
129976	351	317.0066225165563
129984	360	314.07284768211923
130004	321	308.6754966887417
130010	311	307.0860927152318
130020	267	304.52317880794703
130027	237	302.4834437086093
130032	218	300.70198675496687
130038	207	298.21854304635764
130042	237	296.5165562913907
130048	244	293.7880794701987
130055	223	290.64900662251654
130067	286	282.6953642384106
130076	289	277.2119205298013
130091	314	266.35099337748346
130121	290	251.41059602649005
130126	287	247.18543046357615
130142	259	235.64900662251657
130164	187	226.27814569536423
130168	191	225.43708609271522
130173	177	224.48344370860926
130187	160	223.0
130205	109	224.26490066225165
130219	192	228.1523178807947
130222	184	228.96688741721854
130245	283	241.10596026490066
130248	287	243.12582781456953
130253	288	246.97350993377484
130255	289	248.56953642384107
130291	304	263.6622516556291
130301	301	260.0
130345	205	225.6225165562914
130352	195	220.21192052980132
130358	175	215.56291390728478
130366	138	209.50331125827816
130385	145	194.94039735099338
130394	161	188.3112582781457
130397	157	186.11258278145695
130446	186	164.27152317880794
130448	186	162.94701986754967
130758	186	174.94039735099338
130797	246	245.7748344370861
130805	264	263.47682119205297
130807	266	267.9933774834437
130811	266	276.89403973509934
130829	298	316.11920529801324
130834	297	326.5298013245033
130852	307	367.49006622516555
130856	331	376.2913907284768
130876	437	416.3708609271523
130883	468	430.20529801324506
130897	500	456.20529801324506
130899	501	459.92715231788077
130902	495	464.89403973509934
130904	491	468.04635761589407
130906	494	471.4039735099338
130925	546	501.7086092715232
130935	550	512.9602649006622
130953	564	526.7152317880794
130955	561	528.4238410596026
130958	561	531.066225165563
130971	544	545.5430463576159
130973	544	547.8741721854304
130975	540	550.1721854304636
130986	553	562.5430463576159
130991	545	569.3377483443709
130994	541	573.8211920529801
131003	479	588.225165562914
131005	483	591.6622516556291
131010	525	600.2913907284768
131021	543	619.7350993377484
131031	591	635.7682119205298
131034	593	640.5165562913908
131036	608	643.841059602649
131046	672	660.2516556291391
131049	677	664.7483443708609
131057	641	676.8079470198676
131077	808	703.4834437086092
131094	798	716.0728476821192
131096	797	715.6953642384105
131102	803	713.476821192053
131104	802	712.5496688741722
131107	796	710.2913907284768
131122	775	694.794701986755
131124	766	691.7814569536424
131129	768	683.4900662251656
131133	772	677.6423841059602
131141	755	667.4900662251656
131145	731	661.9072847682119
131147	731	658.8476821192053
131150	703	654.8874172185431
131152	697	652.1390728476821
131166	565	636.2980132450331
131172	491	631.5364238410596
131174	494	630.225165562914
131178	494	627.3311258278146
131185	468	622.5033112582781
131189	484	619.9668874172186
131195	474	616.7350993377484
131197	475	615.6092715231788
131203	425	612.8874172185431
131211	478	609.4966887417219
131229	614	603.7615894039735
131233	621	604.4304635761589
131243	677	609.9470198675497
131245	677	611.2384105960265
131260	708	621.9006622516556
131263	710	623.7682119205298
131271	707	627.0198675496689
131285	704	631.4701986754967
131287	697	632.2715231788079
131293	663	633.8940397350993
131304	700	636.7483443708609
131306	698	637.3973509933775
131311	697	638.6953642384105
131317	663	638.6953642384105
131326	604	638.2913907284768
131332	590	637.6423841059602
131337	566	636.2582781456954
131340	556	635.4370860927153
131347	512	634.2980132450331
131350	514	633.9933774834437
131364	541	633.3576158940398
131381	662	634.7682119205298
131384	659	633.2516556291391
131386	659	632.3576158940398
131389	663	631.3311258278146
131393	667	630.7218543046357
131398	679	630.6622516556291
131405	673	632.9536423841059
131413	668	634.1059602649007
131425	685	637.774834437086
131427	685	638.9072847682119
131429	687	640.1523178807947
131446	708	653.0927152317881
131449	706	654.6490066225166
131456	651	656.364238410596
131464	646	657.3774834437086
131468	633	657.8344370860927
131474	643	657.3907284768212
131476	655	657.0860927152318
131482	624	656.8013245033112
131485	595	657.0
131491	569	657.0529801324503
131494	560	657.0728476821192
131507	618	658.1390728476821
131510	617	658.8940397350993
131513	646	659.4304635761589
131519	649	660.3046357615895
131528	678	660.0794701986755
131532	677	660.8013245033112
131536	679	661.841059602649
131539	689	662.7814569536424
131542	672	663.7814569536424
131544	670	664.4105960264901
131546	669	665.1390728476821
131548	663	665.4569536423841
131551	661	665.7417218543046
131554	677	665.8344370860927
131560	671	667.0264900662252
131563	666	668.6953642384105
131568	683	671.8278145695364
131570	679	672.794701986755
131572	680	673.3907284768212
131574	683	673.8079470198676
131576	688	674.3112582781457
131582	734	675.2649006622516
131587	724	674.8013245033112
131589	729	674.2913907284768
131592	730	673.6688741721854
131595	711	672.9139072847682
131603	713	668.6225165562914
131618	688	657.933774834437
131625	662	653.5695364238411
131629	654	650.9536423841059
131633	666	648.2185430463576
131636	666	646.0596026490066
131638	671	644.476821192053
131642	648	641.2781456953643
131646	623	636.9668874172186
131652	640	629.8013245033112
131661	609	615.7019867549669
131664	606	611.0728476821192
131666	609	608.225165562914
131668	610	605.4701986754967
131672	586	600.3774834437086
131686	566	585.1920529801324
131692	572	578.4900662251656
131696	571	574.1655629139073
131698	577	572.1258278145696
131705	569	564.0596026490066
131717	543	547.3774834437086
131725	507	538.3509933774834
131727	513	536.0596026490066
131730	498	532.7417218543046
131733	480	529.5496688741722
131737	485	525.5894039735099
131744	527	517.4437086092715
131747	526	513.8807947019867
131750	513	510.92715231788077
131753	537	508.05960264900665
131756	536	505.112582781457
131759	522	502.2384105960265
131764	511	498.2251655629139
131768	525	494.5960264900662
131772	511	490.5430463576159
131775	495	487.43046357615896
131780	463	482.34437086092714
131783	461	479.112582781457
131785	455	476.7682119205298
131787	458	474.57615894039736
131794	464	467.13907284768214
131796	464	465.4039735099338
131810	460	453.92715231788077
131822	432	437.4039735099338
131828	437	427.19867549668874
131831	445	421.0993377483444
131833	445	416.88079470198676
131845	418	392.887417218543
131869	390	351.29801324503313
131876	377	339.57615894039736
131878	381	336.11920529801324
131881	379	330.89403973509934
131885	349	324.0993377483444
131894	281	309.6026490066225
131901	261	298.64900662251654
131909	213	284.81456953642385
131915	222	274.19867549668874
131919	220	267.5430463576159
131927	217	254.5562913907285
131929	220	251.31788079470198
131931	217	248.09933774834437
131933	220	244.90066225165563
131935	221	241.9271523178808
131943	216	230.0
131959	206	198.52980132450332
131990	175	148.02649006622516
132227	460	382.29801324503313
132238	464	390.5827814569536
132241	476	391.25165562913907
132265	447	380.25165562913907
132270	443	376.7086092715232
132277	411	370.9139072847682
132280	412	367.9072847682119
132306	254	342.0132450331126
132313	232	335.6092715231788
132315	232	333.74834437086093
132318	227	330.74834437086093
132324	224	324.57615894039736
132327	222	321.6158940397351
132337	244	312.44370860927154
132340	241	310.18543046357615
132346	256	306.04635761589407
132349	263	304.1456953642384
132352	273	302.64900662251654
132360	272	298.3907284768212
132368	302	294.25165562913907
132377	314	290.74834437086093
132408	331	284.92715231788077
132415	338	282.3907284768212
132430	333	285.4701986754967
132438	317	290.6887417218543
132458	237	306.158940397351
132460	236	307.80132450331126
132469	196	315.52317880794703
132484	168	327.94701986754967
132501	284	340.9205298013245
132509	362	346.27814569536423
132511	374	347.7682119205298
132518	411	353.0860927152318
132524	428	358.5827814569536
132548	452	389.29801324503313
132558	452	399.25165562913907
132560	449	401.3046357615894
132563	455	403.9072847682119
132574	447	408.4701986754967
132582	436	410.3708609271523
132585	433	410.3708609271523
132589	431	410.18543046357615
132604	447	406.6887417218543
132622	360	404.66887417218544
132625	361	404.43046357615896
132635	323	403.92715231788077
132646	332	403.50993377483445
132657	369	404.42384105960264
132665	390	405.96026490066225
132668	390	406.58940397350995
132671	377	407.10596026490066
132673	373	407.3841059602649
132675	371	407.57615894039736
132691	439	407.26490066225165
132693	439	406.92715231788077
132695	442	406.71523178807945
132699	441	406.6887417218543
132701	441	406.6092715231788
132709	445	405.2582781456954
132711	445	404.9072847682119
132717	450	404.5827814569536
132725	447	402.1456953642384
132738	461	396.5298013245033
132741	463	394.27152317880797
132756	454	385.18543046357615
132774	364	370.9933774834437
132786	291	360.4834437086093
132788	283	358.74834437086093
132798	282	349.4569536423841
132802	285	345.41059602649005
132805	290	342.158940397351
132807	298	339.887417218543
132811	299	335.2582781456954
132819	284	325.72185430463577
132821	296	323.18543046357615
132828	293	314.35099337748346
132830	292	311.9205298013245
132836	305	304.9072847682119
132846	319	295.55629139072846
132852	315	291.13907284768214
132866	315	283.72847682119203
132882	282	270.49006622516555
132890	282	260.42384105960264
132909	271	231.6158940397351
132924	249	208.17218543046357
132954	148	163.52317880794703
133174	209	185.13245033112582
133236	264	233.6953642384106
133259	242	231.7682119205298
133269	225	229.36423841059602
133277	209	226.88741721854305
133280	207	225.83443708609272
133291	218	221.7682119205298
133295	214	220.28476821192052
133299	204	218.7814569536424
133303	191	217.20529801324503
133305	189	216.3708609271523
133318	196	209.94039735099338
133321	197	208.3046357615894
133333	205	201.59602649006624
133335	205	200.53642384105962
133344	206	195.9271523178808
133363	202	184.21192052980132
133378	199	169.7748344370861
133391	182	158.52980132450332
133432	116	118.13245033112582
134975	103	93.90728476821192
135101	105	118.54966887417218
135105	111	121.06622516556291
135150	171	153.73509933774835
135185	191	168.50331125827816
135202	192	178.78807947019868
135214	192	187.7748344370861
135216	192	189.64900662251657
135219	190	192.59602649006624
135234	151	206.7814569536424
135259	178	229.41059602649005
135269	217	238.1523178807947
135272	222	240.90728476821192
135275	239	243.5430463576159
135285	283	251.05298013245033
135296	310	256.72185430463577
135306	315	261.49668874172187
135308	316	262.2450331125828
135312	317	263.2251655629139
135318	318	264.7549668874172
135347	323	253.82119205298014
135388	179	225.6291390728477
135400	123	220.36423841059602
135403	123	219.10596026490066
135405	127	218.2251655629139
135408	131	216.9337748344371
135410	131	216.04635761589404
135422	144	210.43708609271522
135431	169	206.2980132450331
135433	174	205.53642384105962
135437	179	204.48344370860926
135463	236	205.08609271523179
135504	239	211.40397350993376
135511	248	209.89403973509934
135519	248	209.87417218543047
135533	242	212.43708609271522
135544	220	213.08609271523179
135546	216	213.16556291390728
135562	118	213.8543046357616
135579	146	214.95364238410596
135597	209	215.52980132450332
135600	208	215.5562913907285
135624	261	212.98013245033113
135626	261	212.3774834437086
135884	400	322.9006622516556
135895	401	330.6754966887417
135914	360	337.79470198675494
135919	372	339.0198675496689
135926	366	339.19867549668874
135930	355	338.81456953642385
135938	323	336.8543046357616
135941	308	335.89403973509934
135945	298	334.3377483443709
135948	282	333.1324503311258
135950	275	332.2913907284768
135954	269	330.64900662251654
135956	274	329.71523178807945
135975	281	320.73509933774835
135978	277	319.42384105960264
136024	327	294.3576158940397
136027	329	293.21854304635764
136045	330	288.6291390728477
136064	281	278.2317880794702
136066	278	276.66887417218544
136069	283	274.1523178807947
136086	250	257.12582781456956
136091	250	252.17880794701986
136097	220	246.17880794701986
136099	221	244.03311258278146
136109	219	232.96688741721854
136111	219	230.72185430463577
136120	220	220.2913907284768
136125	202	214.27152317880794
136129	200	209.41059602649005
136140	194	197.4437086092715
